address,token_id,balance,contract,name
0x71cdb6d8d33755834e99efe8f460a50fe459aea3,31370,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0x066ad9510d992444a856731d6af0888c2b2e5d76,31734,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0x1d4b9b250b1bd41daa35d94bf9204ec1b0494ee3,32734,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0xe1d29d0a39962a9a8d2a297ebe82e166f8b8ec18,33193,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0xdfd3b58cfc180168faebb6366b98aff25fe1f8f1,35831,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0x980c9b472500f3bb6c08d876f45df3a1e3298496,36607,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0xbeddf3e43015f5221f5d1ac0fd0d2ab3352d2f7b,31237,1,0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,SuperRare
0x886c4d1d4bc99399a42ef9cdcbf0f0dfa700a860,20886,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x645fd16f3508391e8385fc0a181076994079aa1b,24142,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x461123fb3a23b5503c01afdb83b0e4387c98ed4b,27110,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x9769334fc882775f4951865aa473481880669d47,27604,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x3b22621a2b0e1f8dd3056975efc2150d5fbee980,28265,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x00cb0de5da85a9736b5890142a5187d6d8c3c0a9,43930,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,45146,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,45884,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x3d4714e10f17a17bc4d2de4c5ee0cbdf07de351d,49705,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x3d4714e10f17a17bc4d2de4c5ee0cbdf07de351d,52740,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x0f0eae91990140c560d4156db4f00c854dc8f09e,54656,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xfb10df58c750b140b09d833bcff487d32a07e31b,58223,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x0f0eae91990140c560d4156db4f00c854dc8f09e,58741,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xbeddf3e43015f5221f5d1ac0fd0d2ab3352d2f7b,63360,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xb1dc7628ca7e7fa568ff2e8d26b5f4efd3f8ef75,72150,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x7fd6c3844264cd50ad2183afd058e3983dcea1af,72716,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x0f0eae91990140c560d4156db4f00c854dc8f09e,75873,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x3113ab5c691ecdac25c07bbf2bf80eb005e4088c,78535,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x7d87e23d7777d4829845f03f31721e10775799fd,80851,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,80875,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xdcefc9ff1e47e458e56959154c1cdcf56003d30b,82369,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xc6400a5584db71e41b0e5dfbdc769b54b91256cd,83161,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x7cb2c57ef6716ab9ffd68811fb1ab258570a6704,87493,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x7d87e23d7777d4829845f03f31721e10775799fd,88084,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x4761d299899cbfd0ad2419c38922a148a6c64254,90720,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xd394cf7e0c9f7c89f81a2870c576c1910974047b,90777,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x3b0aa499cc6acde1d4a7433da6968d7bb8bd8509,107757,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0xbb34d08c67373e54f066e6e7e6c77846ff7d2714,129693,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
0x1b7f00ca9d8fea5a9853f18ad247f806a8dce57a,131028,1,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,Foundation
