address,value
0xa4580851905c60fca8c6a7995036ddcecf060f4a,1
0x3e77fe1e72f93e891691831e684997e0de75b35f,1
0x8e0f943577527f5e21be9ac1ba99c027360a300d,1
0x301cc218009608e59f9647f4b7dd8a49be8493af,1
0x47d278101ee9335c3a3baa14fe184f757229a7b8,1
0xfcdf3c2b2b6ba00e6db59c70c424b27970ff3974,1
0x1c4717309e6094352942b8d22734efd027f9de5e,1
0xd90b20094f68ecd80ed93fa18181b0ee879d82ce,1
0x39ad37f8ff56f18bf9a4837a49ee3831c07538ec,1
0x18194a7c958ac751c3fdd11afe4aa0a4bbde49a2,1
0xf24910880c3b65dd40a30969443557b62478e535,1
0x21b6a1d61e32c4567d2e19c600c2386534300fdc,1
0x09bc641b6fa2308b030c312653f9675dfaa58e2b,1
0x944756efc704ca4e60960d4b8d741e85df216995,1
0x70d6eb2b3b9a2a7d6d67c3f24c246bffc05b48ca,1
0xae72c6a6fad9fa9d82d089e1ebf73b3043855425,1
0x6517c5a52a9bd113f1f2b8334a8e3cd84b0da682,1
0xf7ff2612d8121cb2af6e66928ef0c5ac372037c5,1
0x29bd677c28e08a10d4dd1e4396d7a8660b9e7351,1
0x325e7d11ceb9fc8e0ec8e4612261f65168e230b5,1
0x507d4e199f1f418679dbbd9cc775d846717beaf2,1
0xa70d62e7fc3b7d73340a37138f8c97f9dc03a145,1
0xc85b3cbf81e63e0524717efc4e53dc12658b1fc5,1
0xc521cdce2c2e9b18e2c67a3647ae6aaaba8dc568,1
0x54be3a794282c030b15e43ae2bb182e14c409c5e,1
0x2d11aae00487160cbc5b41442a0b14b5e1ac2d1d,1
0x494e6fd90217d3b19be362a4a698c760cb3caaba,1
0x877d45306e8c7506e9a20c9b7a79bdda97c4e7fe,2
0xed6e1d08e541902de2887f4b06bb0fb927ec8822,1
0x896b94f4f27f12369698c302e2049cae86936bbb,1
0x85aad65bfdb507bf9383aa006f238d83f627f63b,1
0xaaa868428bb5d6299e4baa5a9d4e2e5ac4bbadc8,1
0x6e15fed85e0f5918a4a8d087f25eb0c3b706e524,1
0x1c5762f9899b46c19d4c9b8fbdd38d35856227f3,1
0xaf4e574400d8ee57425899a102b07a7a4343dd6b,1
0x170fb8f8f37776dc48184686dec386d2d1c41cc9,2
0x2206445d241ccb7dae93b2d2acfc67f75b90fd76,2
