address,value
0xe540a8d94bd379c4d9c0478c8fe9f7fe7f0b06e1,1
0x1ffbd6ba439561ef4525cc58ac6d7585859426dc,1
0xbefe5d435616619253be2e448310f70136d0fddc,1
0x1ae5f1c9939a5fc8928fc544c4cbb667fb505daf,1
0x82e133653e5069a61062b28795ef19a99a3d2c75,1
0xc2d742fdbb31442b843a098dcec3c20054c28986,1
0xc2eaa5870c31ffc069238a3c73c79bd29826e299,1
0x027cae2ed1a23350a751452e907b4120330f9762,1
0x35d002a51b36c31f83f4ed87b94ee7a2ae49eacf,1
0x3382f79f284d21f5fa01bd296cf37b6a9c2b574d,1
0xc0e401ae543da893f16fdf79a7cfd843b50e9644,1
0xf1ce03f0f25304a1fb911010f6e3232390ab121d,1
0x22ed7a936d3dea108004e3229f3bd3d84c7225db,1
0x995e0505603a19ee5c469d2359427bea68c6e953,1
0x851fe70498e1792739e429b466e3a12cf6e50de6,1
0x0504aced77f859f8b0be73f864dd2f0c1019d41a,1
0x0ce390f18af702cca546297845a4a51d102123cf,1
0xb8aa379b7d261f8235dd525a53393d1e4b340251,1
0x87afc8adaff6ab99af285b3e4790b1aaac2e3461,1
0x931f5edddee2f460f7f1c62f69f88c796cdaf834,1
0x5e31c357d03e9528e9bf95bd16e5c1ab3f7d37d0,1
0x5fc13c5a541041f8fa12fab492d064435eb8d2f5,1
0x780af86f7d2c332641fc2c59965c57dd5bdb05b1,1
0x39202692d6d6da6b8a997c5c0332d9cd498c81b3,1
0x39117cedc1769fd480ff696a61e8534893805865,1
0xf85a9f2d6a528ff9d5a583d8ee12b0aeebba971f,1
0xb3c3b3038bd2231b7b61a510102b459e694690a4,1
0xdf067d1c62b6a94e45ced3f01ebc94ae304cb045,1
0x47f5dcbb04e00951c228dbfa9934df1febd77680,1
0xda5c62c9773bdee4f81587b454f57d7767a889a9,1
0x45f2e08b35a959a87833c57c4bacbf58f95eefb7,1
0x11e7dfd1ceb3571e00888e96c77ed92fa32c3692,1
