address,value
0xf2cce62603ac08d3fe92bc97bd68f137b7f1b765,1
0xc97cfd2c3a3e61316e931b784bde21e61ce15b82,1
0xdbf55298b349984a50fa98c7c6965994e30fc3f4,1
0x2d2adcd04aeb3b41fdb836dd7a644c3cd372bde6,1
0xfb47b2ca7df248d36cf0e4f63bfd0503c25debd4,1
0x8da288c9fdaa754f2eeadf8145222bd1cc8782ff,1
0x8d5e59e11838cff72af5fb0681d96a9136ad0604,1
0x2595aaffb353e812bb5cbb63f7f62e36fe528f02,1
0xa225158ea124f311cd0d50cfeaf3407b9412b077,1
0x9eb69d42dc42c0b20bc93caf1a15a92afa5c4569,1
0x13928eb9a86c8278a45b6ff2935c7730b58ac675,1
0xb49806cf8dcdb108d318d6f4f7ab087851445d94,1
0x571493b6bb0b99dda41e2da1774b8c9b5bc302af,1
0x32fe52663eb897ada00a2bfab74c2834ecde0628,1
0xbf270918afe2ad16093ddce904fc358ad337cefa,1
0xdc78107155918e230246439e4159fea4c477eae9,1
0xa081ae42802e0be86f5a6dd9274adf50c9986a1d,1
0x46f9ad43e6415eed9dd5a694e1ebc40a75cd600c,1
0xc7d2d152dda8cf7a7860288c3db9a1a4ce29162b,1
0xc4bfc1dc25827f39ad4a66bfc968456c7852a9a2,1
0x9f6ae0370d74f0e591c64cec4a8ae0d627817014,1
0x0aabac1408d397e5c875a28a1c9f6d052bf54d9a,1
0xd3364ea1c742cc2d396ac65e1723b8d608a939bb,1
0x3e7c4e28b934545a681c4225e40878a35cc25741,1
0xdf39171142bcc8a59eeabf115cb001607d7ede9c,1
0x09bc641b6fa2308b030c312653f9675dfaa58e2b,1
0x17e31bf839acb700e0f584797574a2c1fde46d0b,1
0xd7e32b8a326ffd9e784a1ee1eea37684a7512171,1
0x1fd7ba908acac59631bcbd4f808dd6d68a403ae6,1
0xe2c45347b759687c3bec81ec7d08ffb7192c6911,1
0x7c76cf8894d42ed11b53236da54f05add1d44073,1
0xeecc9f94c674161e84ab0c60c020432ea8f88bc0,1
0xd30b6d373114377fab79f70a8bdd558c6cb34ee2,1
0x2a8299aa3a8b4e615eb32d99fcc0c196f6f0983f,1
0x12d235706f35f3fec12e5b7f06322ffc411b47ea,1
0x3a67f73bf63420161bf1f7425cce73337d450d55,1
0x4908b92cb86c6a660f3d291117236b94c565d4d1,1
0x5feadf8ef647da7f07584b3d33fcd565b79359a4,1
0x3e1ffa5f95dd6218ec4955216e3df532385c0e2d,1
0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,1
0xc5a2c3a524be0792519655d4093b44b988db4f68,1
0xb7fab921a32d6d4a8b4eb0c35544cec37fbc6fea,1
0xb109581a2a1198c918e7548282659c1f5f1d394f,1
0xafff424f2821a35265b13278ef1df8073debff38,1
0xf66b0f15529d0874618e3e66a3ec2907751be0b7,1
0xd13109c75b49c9d297ec5c76cc6f409e401c8bc3,1
0x711423f5ec1e50824b85f984338692dfce6548ea,1
0x4fc2d05d6c89c744831e6a6959c56ab050ffce7b,1
0xf84743af297c5c535a72336ee453cfb5d390ef5f,1
0x39caa3a0db03b451dcb6882da2391d7f708762dd,1
0xbbf33ca427dd28726e021c18392b7ebf90cdf29e,1
0xaecba0937e1da5b79bbacd2cf5635fafcca7b264,1
0xb6c4ce4eae85066f8fc45093d12444c8b89a6aa9,1
0x9946cf61b029132a59c62d9dd7794142e55e57a1,1
0x41146e2b9dfdfc47724a20cb86a15dc206c97e44,1
0x1b4862f983aa573518b612f1bb1579f4b02796cb,1
0x380c0eff03a7d253e838d434e06387f10c696b33,1
0x9c31f5112faa5f8996562e2a2139988e3db63063,1
0x77137251eab1b45f6a989289d78dbe8b80c80737,1
0x97e16b5e10a5b1ff1f00f6891949021419bcb96e,1
0xbcc15058840145ae2fe556f6b68a065c08c9ac0c,1
0xe6fa09f8c8ac77420248ebcc73de20c647c47e3e,1
0x61b04d2b5cb1f1f8505e7b4e1cb3d9e8a0b15bae,1
0x12cd871105b29760a61f56753d54a59381f5bcc6,1
0x4b92e36ced303eeb59bd6c5dac555b2be13fe2b6,1
0xdc026f0a796cb3fdcb401ac99677684ca68f4921,1
0xbce9a7d8be471c2e58538a200814f6089f935399,1
0xee2c055f7706b9dfcd98cd5a23d5629d6316c0bd,1
0x0773fd9894ebc0aac1196c340d8a41a7ab14a7ae,1
0xf1a17ba0d48798a3cc2bab1fb3cac942c4d6817b,1
0x15c69e9b03beeb7b24f976d33ade9027fa27ca09,1
0x5d2c9691e81afe76af2aa39cfaac400e541bfdd2,1
0xd735db175fb7cc284ed04f220d21d0cafa7ba1ef,1
0xc770488a72a7395c35ac04e0ced077c5a0ec2c60,1
0x2fe1d312920f7620e47daf0d1392ee3d3fc3c027,1
0xff4f0dbc9ee7583c0c61c7333a5daf8d0ab4aeb3,1
0xcaf3365d474690a1ac6643d3d6ef44cb0c6deec4,1
0xdd6b80649e8d472eb8fb52eb7eecfd2dc219ace7,1
