address,value
0xc4f5b7207d510e2f35d045b278a29f57dbd9d15f,1
0x652e0569f002b06bb82e12a1413385ebf67458e1,1
0xf2b4a725e943b54cdabada2c9ae2727874a49eaa,1
0x176ab08b25404b8b09026731c044daeac68164ba,1
0xa0494ebea98f71b0f5daafbe3c7e77d933a85e56,1
0xcd8b72710595c69019c109aef5b1b92eea7f995f,1
0x5467ce96b3d098ca2cf6ffd226c87f1929ee8507,1
0x546f92a2a5aaa915f014615a6dfe1d37485e74b6,1
0xf2e1ad6c4e221759a90fb853c69cd7065f413b38,1
0x740c37bb711d6372ce7de36b2c20a8a6f906b474,1
0x20c0a2e302a03b07c6c2142bf90f67fce9f83a55,1
0xca339bd4739227f71b646f8b23ca098c86f6c3a5,1
0x8043812aea5a07dd6523b5d83abd5e606422944f,1
0xef26d046370c703a8f954a7ef5834b80efc9d5ad,1
0xa8879c580a54f190ed53b43d30de269097ad7543,1
0xc47e595b445844916c4648870efa1736e4844e1b,1
0xc4c4aed3871be9ebe51316e2ac888635ff633106,1
0xd7473ef09ae9c072f2ece3fe7ce64e670eeff283,1
0xa8f1b7bee4bb60311511144ecd6dab7b04ef2735,1
0xecea65d22233e7beed752a06c46cefc6c90a1d7f,1
0xf27fb1b516b5c016644de3064ef5e7720a980e37,1
0x21d5c2d0417fab439256e0503e9a6a1a919b343a,1
0x99509e88aeae37aac31ed2e1e7f9b315353180e7,1
0x5a7a4bde5ec6064a66504321af27a82b093f6438,1
0xc422294fc110d20e70e8fa2e09efb930fd392b88,1
0xe96eb4507a1d162bbb99301fe592d310e9489e40,1
0x9c66cb22926de77756d719b69dbfd73f794d4e90,1
0x111818a51c4177e8980566beea68fe334be7b76a,1
0xc85ad7dd09c9fd9fd0f4eeec27604b7fb7ae90e8,1
0x8da288c9fdaa754f2eeadf8145222bd1cc8782ff,1
0xadd72e24a9e9117aa16d253cb421cb93b00240e3,1
0xd62af0477b1991197da39a38cbf9c7199f4737f3,1
0x814842750489bb2a6f975a6bf45192d4d34375f3,1
0x90ca3831732b1fcae423f3d77798e0ec4cedcf2c,1
0x95722d15041f50fe9135962cc87042b4d6dab382,1
0xa32c38646299818ccedc6401818c2e1639c39c08,1
0x31c72d0d03adc76456d3c14a4fe19f8aa8307c16,1
0xfc4672341c78f1ebc0c23fdbcbb03b61c6f2d50f,1
0xc35152b4df68fbda0f5ba3603c7ebc113ac2ba76,1
