address,value
0xa008bbbf99a8901cc9c27217f666dd6abdffdb99,1
0x482b9ea86052bcf19ec00a13188abd9522398911,1
0xc4f5b7207d510e2f35d045b278a29f57dbd9d15f,1
0x9d3a93f87871e521d2f5ea5c32e10e282e8fd322,1
0x504552190ee73a58ce0c9ad2690e82f67ef14479,1
0x71301407eba75461fb03654683ecf0cff98c3cfd,1
0xbf8cd1c6e339f2c8df7ba8352a13af0c09547120,1
0x346aaf2e75cfccb82cff0fcb8d2cdc21d5656358,1
0xb79ca1348ae5726adbcae2bfaebd24b078743a59,1
0x3877b4c39476e3af04cb1ff8003db09f39f068f9,1
0x11267972b5ec7554fe1b315390c8315f91c4826e,1
0x4dc2e00c88b8c9e3c2bf090d7854770640daf27f,1
0xb6c4ce4eae85066f8fc45093d12444c8b89a6aa9,1
0xf1e9259db3999a1b28fca4c81f2b1cac5e5e3836,1
0x5a7a4bde5ec6064a66504321af27a82b093f6438,1
0xca3e7ef7596fb4258133c888dc205b4047c09307,1
0xaa0ae8cd18c3aeb0bf4e0bb3507b2f86f7021ded,1
0x8a3b8dfe66bc420c1da15af38bf1ad3640594538,1
0x1e2fa044a25bca1576ed94562db50f51dcc24ca8,1
0x0aaaac358f29ca7290f78651ae9b08285b5e16d4,1
0xf9ba5a5ec068a347a021efd32977e49a2724feb0,1
0xb6ce218c8e618ab1a71f65f329678f84e00a836f,1
0x736f743fbbccab4e24d358df56024006105dde35,1
0x0ce390f18af702cca546297845a4a51d102123cf,1
0x75d4fcaffb56055bf9df3574d345473e31a16076,1
0xda3863583c9fcd8a5d3506d91aaf33157124d1d1,1
0x48b858f0b03ffebe47ad141efc4047aaac198d87,1
0xf2e1ad6c4e221759a90fb853c69cd7065f413b38,1
0x43176751abfbd7a39549748aab57641c26df7129,1
0x1773fad6563cd5b6a903e8bf81e9137127f941f8,1
0x6ef8fd2ffd39df9e73eea701e17db9cf51ffbb7e,1
0x7c2f06ab61a94fe9760cc8d9ad35a33c0472cb8e,1
0x739bff790640f42a1ebff6731907d46effab2a20,1
0xa66e796b33016963bf6eaa062fa81d4254f33519,1
0xaa0260aa7bfc645edda4ea23a45c1ad9e3b72ef5,1
0x918dfe9145e0c5a8ef1c9dcb6e5c0b17f669affb,1
0xa00bbf3f9272329710a36fe3f47cb053e377cdd3,1
0xa32c38646299818ccedc6401818c2e1639c39c08,1
0x8d49f11b33f0662074cd4ebacb69c55041631ff8,1
0x57a879266c02bd29d11c956156e9a524de4483d7,1
0x56c1e427a420119faa74c66ff345544c41cc6526,1
0xb1af13b2e4be55ca69829a23c09a1f5663adf8d0,1
0x4ad5bf7218b6695630208560bb62a38016ed64b3,1
0xc47c0dccfbb4d1c20d53569a288738f22e32275b,1
0x21952852081ddbf42bfbe040c472444b5e10e5d4,1
0xb0bdd53b627d7e61cfc5c13ef110e47e210fac6f,1
0xfc4672341c78f1ebc0c23fdbcbb03b61c6f2d50f,1
0xa1958a37c21372482deff4618baebbec23c9a449,1
0xcae48c78b41fcefb2c6313f4b57fd2a3094e0f68,1
0x58f606e6a973e57165bb07057a75f047f42455a7,1
0xbfde1b001f5446756f7b99b301c26ea6f9a721a4,1
0x301cc218009608e59f9647f4b7dd8a49be8493af,1
0x323e6bc721bf81a5292a9c91accdb4315c3f1ec6,1
0x6edd8fa5550e29d47641f969d2ead3decaa29ba2,1
0xe776de32c9dc8889e2dcf1cf0606010a51d1abb2,1
